id,name,description,price,stock,created_at,updated_at,is_featured,categories
f3679dc2-d236-47ba-93d6-16d985a65720,Remote Control Car,Designed for hours of entertainment.,65.81,454,2025-05-18 09:50:00,2025-08-16 07:21:00,False,"Blasters, Building Sets, Action Figures"
fc06e467-72d9-4082-949b-7c1b8162f338,NERF Blaster,Great gift for children of all ages.,45.08,437,2025-01-02 08:30:00,2025-06-23 00:54:00,False,"Vehicles, Board Games"
9cf770d6-0587-4fdc-8cad-fca3752aa5d4,Hot Wheels Track,Easy to assemble and store.,224.27,123,2025-12-07 10:23:00,2025-04-05 11:24:00,False,"Action Figures, Arts & Crafts, Collectibles"
7fc6d0d7-2f8a-4183-bb63-192163e11b58,Puzzle Game,Safe and non-toxic materials.,42.79,99,2025-08-15 06:06:00,2025-08-06 16:32:00,True,Family Games
aa3fcdaf-0bbd-4b64-b7b7-9eaf3b0271df,Plush Teddy Bear,Safe and non-toxic materials.,227.44,167,2025-07-03 11:54:00,2025-01-26 13:50:00,False,Action Figures
57b7a7ca-74b4-4454-8e96-0a817150d517,Dinosaur Toy,Designed for hours of entertainment.,77.07,150,2025-11-07 17:41:00,2025-09-17 19:45:00,True,Educational
27ba64fa-5386-4330-9ffd-a261a2644022,Robot Toy,Perfect for imaginative play.,40.32,445,2025-06-12 09:05:00,2025-02-08 17:42:00,True,"Trading Cards, Action Figures, Racing"
d37e310d-a8e1-4392-af00-72e8482330da,Barbie Dollhouse,High-quality and durable.,183.00,253,2025-02-28 01:25:00,2025-02-27 02:41:00,True,"Educational, Vehicles, Family Games"
7623190c-1777-47e7-9f86-bba72687ab9a,Toy Kitchen Set,High-quality and durable.,243.56,122,2025-08-16 15:01:00,2025-07-24 22:45:00,True,"Action Figures, Blasters"
8c0688bd-3aa5-4746-97fe-985b5af6b5de,Wooden Train Set,High-quality and durable.,276.27,200,2025-08-21 17:04:00,2025-10-03 09:06:00,False,"Trading Cards, Baby Toys"
d4bf582a-fc21-4a6b-be31-3b51eb7be359,Pokemon Card Set,High-quality and durable.,161.14,231,2025-05-04 20:44:00,2025-03-08 21:19:00,False,"Family Games, Arts & Crafts"
1f7db10f-86ae-4211-8ad9-d2dd5d3ce5c2,Magic Kit,Great gift for children of all ages.,100.11,325,2025-01-25 11:01:00,2025-06-22 04:14:00,False,"Collectibles, Action Figures, Building Sets"
e846dac4-9c38-40a7-bf74-02ce8a172b20,Remote Control Car,Perfect for imaginative play.,71.14,460,2025-08-24 00:01:00,2025-05-16 19:52:00,False,"Playsets, Action Figures"
900be45b-42ef-433b-b4d6-02cd1b74ecca,Barbie Dollhouse,Easy to assemble and store.,30.68,337,2025-10-11 17:09:00,2025-01-08 20:22:00,True,"Dolls, Playsets, Blasters"
fe7adc5d-38d4-44e7-b682-971768de2e66,Plush Teddy Bear,Great gift for children of all ages.,82.91,500,2025-04-15 04:09:00,2025-08-26 13:48:00,True,"Collectibles, Arts & Crafts, Educational"
68019dab-ede8-4e94-9a3a-381614b152aa,Pokemon Card Set,High-quality and durable.,179.67,231,2025-12-03 05:15:00,2025-01-15 10:01:00,True,"Dolls, Blasters, Playsets"
2fca4a89-7030-4d58-a17e-28fc15724949,Puzzle Game,Includes various accessories for extended fun.,247.29,140,2025-09-04 20:24:00,2025-11-24 13:27:00,False,Playsets
b1e1056d-fa39-404a-ad92-b09a0c247dc4,Dinosaur Toy,Great gift for children of all ages.,282.90,63,2025-04-16 08:33:00,2025-04-24 19:37:00,True,"Action Figures, Vehicles"
3d505565-972a-49c3-b30d-438d1f2a8dcc,Magic Kit,High-quality and durable.,272.33,93,2025-06-10 09:02:00,2025-12-26 12:39:00,True,Building Sets
ceec2413-53e4-4087-bb5e-9c3be7355bf6,Science Experiment Kit,Great gift for children of all ages.,245.17,468,2025-06-09 16:32:00,2025-01-08 19:52:00,False,"Action Figures, Family Games"
83c630d2-de39-4254-ba70-c99aa35903e0,Wooden Train Set,Designed for hours of entertainment.,269.35,196,2025-11-21 12:13:00,2025-05-07 11:13:00,True,"Playsets, Action Figures, Blasters"
0c900d3b-c32d-4c6f-a799-4239a4a753b2,Pokemon Card Set,Great gift for children of all ages.,258.81,222,2025-11-13 10:43:00,2025-12-12 13:42:00,True,"Building Sets, Arts & Crafts, Baby Toys"
2c85c486-6615-4eed-af66-9a9d2e692d68,NERF Blaster,Includes various accessories for extended fun.,157.53,247,2025-01-12 21:13:00,2025-04-12 07:10:00,True,"Collectibles, Building Sets, Racing"
3faafaba-a7ef-4aea-956d-12dd9e701c8f,Robot Toy,Includes various accessories for extended fun.,80.44,131,2025-12-10 01:11:00,2025-02-23 22:22:00,True,"Action Figures, Trading Cards"
c6c6df29-68a0-4018-9aaf-8427b6b3667f,Science Experiment Kit,Safe and non-toxic materials.,82.05,168,2025-12-26 19:45:00,2025-07-17 20:07:00,True,"Educational, Trading Cards, Arts & Crafts"
f4f5b5d9-d1f8-4002-91e4-6b2a4444a136,Wooden Train Set,Perfect for imaginative play.,52.48,35,2025-12-09 15:21:00,2025-03-20 03:11:00,False,Educational
cd7e233f-6ae8-4cfd-8c62-fa85e181cde7,LEGO City Set,Easy to assemble and store.,81.96,233,2025-12-09 11:43:00,2025-06-25 00:45:00,False,"Collectibles, Action Figures"
cf0b27e8-2abf-4f3c-887f-4e0f68469577,Hot Wheels Track,Easy to assemble and store.,28.00,81,2025-07-08 08:56:00,2025-10-14 09:49:00,True,"Playsets, Collectibles"
b25a8150-db29-4f77-99ed-2d59c5d97264,Monopoly Board Game,Great gift for children of all ages.,147.95,398,2025-02-27 15:48:00,2025-10-25 06:43:00,False,"Collectibles, Playsets, Building Sets"
f6533c5b-d74a-4c8d-8414-d640ff1f688e,Robot Toy,Designed for hours of entertainment.,228.90,286,2025-07-21 01:40:00,2025-08-26 06:47:00,True,"Dolls, Building Sets, Family Games"
39b77e88-09ba-4d73-a26c-cfd3e70a20f3,Robot Toy,High-quality and durable.,32.22,42,2025-02-18 18:30:00,2025-05-06 18:06:00,True,"Vehicles, Family Games"
990196c4-4cf8-4ada-a2aa-eff243583355,Remote Control Car,Perfect for imaginative play.,272.31,350,2025-12-07 21:29:00,2025-06-14 20:21:00,True,"Educational, Arts & Crafts"
19be951e-01fa-4129-8385-8a40f9f3303b,Toy Kitchen Set,Safe and non-toxic materials.,264.16,275,2025-03-04 21:24:00,2025-06-06 23:57:00,True,Collectibles
ddec2eb2-ce99-4177-992f-6ee5739875ca,Dinosaur Toy,Easy to assemble and store.,36.83,147,2025-02-10 23:29:00,2025-09-28 13:20:00,True,"Arts & Crafts, Blasters"
6a58be22-1598-415d-acbe-90a02d5facf4,Barbie Dollhouse,Perfect for imaginative play.,175.39,62,2025-04-26 14:09:00,2025-06-01 13:16:00,True,Dolls
b5387e7c-b947-4307-b03c-0c305056d0dd,Barbie Dollhouse,Includes various accessories for extended fun.,25.02,382,2025-03-11 03:40:00,2025-12-02 06:16:00,True,"Trading Cards, Racing"
adee3454-9618-4981-99e5-ad51e88198b9,Toy Kitchen Set,Interactive and educational.,297.71,255,2025-11-01 08:08:00,2025-03-27 19:11:00,True,"Educational, Arts & Crafts"
7f793718-4f36-46a2-ba50-34910bb17028,Transformers Figure,High-quality and durable.,286.76,163,2025-12-16 19:51:00,2025-06-16 04:34:00,True,"Blasters, Vehicles"
0b354b3b-4781-4b1e-b7a9-eae2bd7e97f6,LEGO City Set,Easy to assemble and store.,168.11,90,2025-10-03 14:35:00,2025-03-02 07:04:00,True,Vehicles
8352f71e-8893-4d78-bdf3-39fd474f23d2,Dinosaur Toy,Safe and non-toxic materials.,282.77,224,2025-08-28 01:21:00,2025-06-03 20:07:00,False,"Vehicles, Arts & Crafts, Baby Toys"
f46b06a1-cbc6-4adc-87de-7511a6e99daa,Superhero Action Figure,Perfect for imaginative play.,81.94,225,2025-01-19 03:03:00,2025-02-18 09:18:00,True,"Arts & Crafts, Collectibles"
cc64a1c3-5797-40d3-ac03-1fd06fa386d3,Toy Kitchen Set,A fun and engaging toy for kids.,74.49,278,2025-01-06 13:49:00,2025-01-10 02:44:00,True,"Building Sets, Arts & Crafts"
3cc22124-e2a9-444f-bff4-b2f3f8e8016c,Monopoly Board Game,High-quality and durable.,274.93,280,2025-04-17 18:33:00,2025-11-01 19:30:00,True,"Vehicles, Arts & Crafts, Board Games"
15b53c45-25a9-4913-ab73-13d628735975,Dinosaur Toy,Designed for hours of entertainment.,107.49,318,2025-10-06 06:31:00,2025-05-10 01:15:00,False,"Racing, Vehicles"
46656c04-2d98-4b65-b00f-7a392f0a621e,Dinosaur Toy,Designed for hours of entertainment.,175.36,284,2025-05-06 08:25:00,2025-07-14 19:14:00,False,"Board Games, Playsets"
e2d3dfe8-1f0b-43fc-ac94-ea4c7a1e7070,Play-Doh Set,Great gift for children of all ages.,105.97,322,2025-07-24 22:27:00,2025-11-25 15:26:00,False,Racing
3b450644-8f18-41e1-9fa8-9205f5cf9517,Stuffed Animal,Encourages creativity and problem-solving.,161.70,45,2025-04-23 11:57:00,2025-01-02 08:00:00,False,"Racing, Board Games, Arts & Crafts"
1cf21960-a139-4bc1-9469-3f724cd34cd9,Toy Kitchen Set,Interactive and educational.,286.32,461,2025-05-24 18:53:00,2025-03-25 10:18:00,False,Racing
c6c33689-9671-4ee2-b715-a4883031aaf4,Barbie Dollhouse,High-quality and durable.,127.04,313,2025-03-13 04:50:00,2025-04-28 01:30:00,True,Blasters
a1e26e77-3bac-4113-a24b-4750c5e16858,Monopoly Board Game,Perfect for imaginative play.,277.46,40,2025-02-12 02:07:00,2025-03-20 18:53:00,False,"Dolls, Action Figures, Playsets"
5ec686c1-6885-4612-998c-2ce013e3772b,Dinosaur Toy,Easy to assemble and store.,194.68,399,2025-09-15 20:25:00,2025-08-21 17:35:00,False,"Blasters, Collectibles, Racing"
629227d9-1af5-4af2-bcf3-d5a57c947c22,Barbie Dollhouse,Includes various accessories for extended fun.,279.24,347,2025-02-23 04:04:00,2025-03-05 06:08:00,False,"Vehicles, Baby Toys, Dolls"
3a10114f-88ed-451f-afe0-1cfdfc4fbeb1,Magic Kit,A fun and engaging toy for kids.,204.88,193,2025-10-16 21:32:00,2025-01-22 22:52:00,False,"Trading Cards, Racing"
05009618-1c86-4e42-bd6e-563899854006,Robot Toy,Interactive and educational.,162.18,455,2025-06-06 21:59:00,2025-05-01 06:40:00,False,"Collectibles, Vehicles"
869d9304-6791-4d45-9925-533741d2655b,Superhero Action Figure,Easy to assemble and store.,171.56,316,2025-12-20 21:31:00,2025-12-07 06:19:00,False,Building Sets
d8cd7fc3-86a3-4f5a-ab08-47fef7387b5b,Magic Kit,Designed for hours of entertainment.,275.58,192,2025-12-14 07:47:00,2025-01-04 14:50:00,True,"Dolls, Baby Toys"
6ac5d8f5-f965-43f1-aedf-f9b1a338f590,Magic Kit,Includes various accessories for extended fun.,149.21,49,2025-05-01 22:47:00,2025-03-24 14:18:00,True,Vehicles
b7a12e3e-0420-4564-812c-77e84883ad0a,Plush Teddy Bear,Perfect for imaginative play.,13.02,384,2025-12-04 19:53:00,2025-01-23 08:37:00,True,Playsets
1c0846f3-09cd-4e90-92be-d39e72c0ca65,Puzzle Game,High-quality and durable.,294.02,161,2025-03-08 11:25:00,2025-07-18 07:38:00,False,Blasters
4e6849ff-c31a-45c7-9170-c2d4f5646939,Superhero Action Figure,Interactive and educational.,276.71,240,2025-07-19 10:48:00,2025-04-16 00:15:00,False,"Baby Toys, Board Games, Playsets"
1b404e39-f808-46ef-98e0-c020e53dc85a,Science Experiment Kit,High-quality and durable.,246.71,273,2025-10-12 14:32:00,2025-03-28 04:11:00,True,"Vehicles, Baby Toys"
48fda36a-4549-4ec3-b511-7d572fc1dcec,Stuffed Animal,Interactive and educational.,56.86,195,2025-09-13 07:46:00,2025-06-23 12:45:00,False,Arts & Crafts
91ccf22d-97c0-4f48-8799-142cd5a2cd2d,Dinosaur Toy,A fun and engaging toy for kids.,210.04,95,2025-09-20 09:51:00,2025-06-23 02:54:00,False,"Baby Toys, Collectibles, Vehicles"
6b6cf6dd-0702-4ca9-9426-6ae25100b3aa,Monopoly Board Game,Perfect for imaginative play.,98.46,326,2025-02-13 18:18:00,2025-09-10 03:42:00,True,Family Games
fbe204a0-bb7a-439a-bb3c-22ed920e7a66,Magic Kit,Perfect for imaginative play.,120.78,34,2025-11-16 11:37:00,2025-08-21 04:11:00,True,Playsets
88974b81-064c-4205-a24d-028a6c2fca13,Plush Teddy Bear,High-quality and durable.,72.05,316,2025-10-14 15:20:00,2025-08-25 08:54:00,False,"Blasters, Family Games"
e548060c-3a51-46b9-8445-3ffbc6566b4d,Fisher-Price Toy,Great gift for children of all ages.,199.49,59,2025-05-06 16:19:00,2025-09-18 12:52:00,False,Blasters
6624abca-4c91-4381-821c-67d59fa30809,Fisher-Price Toy,Encourages creativity and problem-solving.,244.52,108,2025-02-02 16:28:00,2025-01-28 17:01:00,False,Action Figures
6f89b746-d982-448c-a0a5-dca37b758d6e,Dinosaur Toy,High-quality and durable.,21.88,484,2025-05-03 03:47:00,2025-06-01 10:21:00,False,Trading Cards
4d3f17fd-83a8-41f4-99dd-deaf456005b6,Plush Teddy Bear,Great gift for children of all ages.,59.49,158,2025-02-13 13:59:00,2025-05-17 08:40:00,True,"Board Games, Blasters"
32cf22a9-df26-4236-9cc3-e167093f0f13,Pokemon Card Set,Safe and non-toxic materials.,177.67,141,2025-07-24 04:02:00,2025-01-09 22:27:00,False,"Collectibles, Baby Toys, Arts & Crafts"
7be6c57a-c859-4c33-b5f4-c3d5a335c4af,Pokemon Card Set,Designed for hours of entertainment.,210.32,117,2025-11-15 05:10:00,2025-11-05 19:05:00,True,"Family Games, Arts & Crafts"
c85ba063-b973-4b9e-ad53-53c9cf0ad3a0,LEGO City Set,Interactive and educational.,182.40,381,2025-12-01 09:23:00,2025-01-08 01:19:00,False,"Board Games, Blasters"
71ac7ab2-825c-43f5-af92-9162431216fd,Robot Toy,Designed for hours of entertainment.,35.38,156,2025-01-17 11:59:00,2025-10-16 20:10:00,True,"Action Figures, Racing, Baby Toys"
d98187eb-b522-46b7-b046-a403c2dd56b4,Monopoly Board Game,Designed for hours of entertainment.,268.14,346,2025-03-12 21:12:00,2025-06-24 07:39:00,True,"Educational, Arts & Crafts"
dc1868bd-d2ae-4ce4-b040-d182482cdd31,Superhero Action Figure,Includes various accessories for extended fun.,109.39,298,2025-10-14 15:47:00,2025-02-05 17:36:00,True,"Family Games, Collectibles, Board Games"
842cd929-f0ff-4b7a-9cfe-ed3136cb6d91,Hot Wheels Track,Perfect for imaginative play.,221.41,462,2025-06-20 00:14:00,2025-03-17 06:25:00,False,Building Sets
09a31869-8c11-4833-8c0d-32be8a762d62,Transformers Figure,Encourages creativity and problem-solving.,154.99,251,2025-04-15 04:53:00,2025-01-15 09:07:00,False,Family Games
9af6826f-3e0e-498e-9eb0-59e92ce98256,Magic Kit,Safe and non-toxic materials.,23.96,355,2025-12-27 23:33:00,2025-08-01 11:05:00,False,"Building Sets, Baby Toys, Trading Cards"
05b43e9b-695f-4542-b564-21c5e9d0e3f4,Transformers Figure,Safe and non-toxic materials.,277.84,295,2025-08-06 15:26:00,2025-01-01 22:39:00,True,"Trading Cards, Building Sets"
54f20853-3963-40ea-8059-512817565ccc,Transformers Figure,Easy to assemble and store.,214.35,285,2025-11-01 16:07:00,2025-03-26 01:51:00,False,"Arts & Crafts, Vehicles, Blasters"
78dfc1b2-98dc-4677-8d2e-1380ec43f2f4,Toy Kitchen Set,A fun and engaging toy for kids.,27.14,177,2025-05-23 12:06:00,2025-02-15 02:10:00,False,Baby Toys
b46a3665-fecf-4557-9520-e09992dd966b,Magic Kit,High-quality and durable.,13.34,364,2025-07-08 00:52:00,2025-02-10 12:58:00,True,"Building Sets, Board Games, Family Games"
207e21ee-adc7-4e59-a7e6-01c5bededa4b,Fisher-Price Toy,Perfect for imaginative play.,93.77,279,2025-05-19 16:31:00,2025-10-05 02:55:00,True,Board Games
1e9bb395-cafc-497f-a3b6-07e272e6e55d,Transformers Figure,Great gift for children of all ages.,204.94,157,2025-02-28 18:21:00,2025-02-24 03:08:00,False,"Baby Toys, Dolls"
9dfb38e1-1111-4299-9dc2-e1865f6566a8,Pokemon Card Set,Interactive and educational.,51.07,56,2025-09-05 01:11:00,2025-07-14 06:04:00,True,"Vehicles, Blasters, Board Games"
cb18f848-53e6-45d3-a8a6-1ff9b3e5ee23,Transformers Figure,High-quality and durable.,38.20,120,2025-07-15 16:42:00,2025-12-19 08:56:00,True,"Collectibles, Board Games, Family Games"
b3df56ea-e5b8-457f-baf5-f29b1232bca5,Hot Wheels Track,Interactive and educational.,243.81,199,2025-11-13 00:52:00,2025-05-04 03:20:00,False,"Vehicles, Racing"
4a9f207c-0af9-4924-81cf-6506b89a1400,Play-Doh Set,Easy to assemble and store.,244.31,421,2025-10-26 03:13:00,2025-08-25 23:54:00,True,"Vehicles, Board Games, Family Games"
a54dcf6f-73e8-4cfd-90b0-425ea8a9f86a,Science Experiment Kit,Safe and non-toxic materials.,75.49,263,2025-02-03 10:55:00,2025-05-21 14:00:00,True,"Building Sets, Action Figures"
659886fc-3540-465e-8f65-1d352fb7bf8b,Plush Teddy Bear,Encourages creativity and problem-solving.,77.38,278,2025-10-28 22:26:00,2025-04-13 23:22:00,False,"Blasters, Action Figures"
fcc7de92-e1d6-4aee-bb43-84d72c22a739,Stuffed Animal,Includes various accessories for extended fun.,144.95,208,2025-03-06 11:51:00,2025-02-15 04:19:00,False,"Dolls, Arts & Crafts, Playsets"
eb38309f-0e93-429f-8c2a-d20e13ee7a0f,Fisher-Price Toy,Encourages creativity and problem-solving.,183.53,65,2025-03-18 01:50:00,2025-11-27 09:46:00,False,"Family Games, Arts & Crafts, Building Sets"
7289abfb-e2ec-40a6-a502-52bc002b0f7d,Transformers Figure,Encourages creativity and problem-solving.,147.22,88,2025-11-18 15:51:00,2025-10-08 22:38:00,False,"Collectibles, Building Sets"
398ea852-860b-4458-bae2-dda857624f95,Remote Control Car,Includes various accessories for extended fun.,129.36,341,2025-07-03 20:26:00,2025-03-16 21:23:00,True,"Baby Toys, Trading Cards, Vehicles"
5f2e5416-132f-45a9-90a7-74e0ca5d3b52,Plush Teddy Bear,Perfect for imaginative play.,172.88,234,2025-07-13 23:27:00,2025-08-21 17:45:00,False,"Action Figures, Family Games"
7777bd26-1aeb-4137-a0a5-c171bf5c7b90,Wooden Train Set,Designed for hours of entertainment.,192.33,471,2025-07-25 23:26:00,2025-03-10 18:02:00,True,Arts & Crafts
99a91e99-8b4c-43e8-a3a1-7cabb2d12ad8,Remote Control Car,Safe and non-toxic materials.,53.13,188,2025-06-03 05:32:00,2025-08-26 20:29:00,False,"Playsets, Racing, Building Sets"
03c86b30-7078-4982-8e73-ebb18763ebaa,Monopoly Board Game,A fun and engaging toy for kids.,149.80,500,2025-04-15 01:25:00,2025-12-27 18:22:00,False,"Board Games, Action Figures"
354bdc22-a0f8-4696-b8eb-d48d9a2f976a,Plush Teddy Bear,Easy to assemble and store.,230.95,441,2025-08-23 19:28:00,2025-12-04 14:55:00,False,Family Games
570b7e49-d4f8-4c16-a5af-4f535adc005e,Puzzle Game,Easy to assemble and store.,223.43,137,2025-07-28 03:14:00,2025-01-07 02:33:00,False,Educational
3c5f3779-4864-4a33-81e9-e7d1e63390c2,LEGO City Set,Safe and non-toxic materials.,250.93,154,2025-05-14 12:27:00,2025-12-28 01:05:00,True,Racing
6f72c8e1-21f9-420b-8f35-c53eada9a265,Puzzle Game,A fun and engaging toy for kids.,125.31,356,2025-10-09 08:28:00,2025-03-13 11:53:00,False,"Board Games, Action Figures, Racing"
f96fbfdf-b12d-4b17-8526-00edd4575a02,Stuffed Animal,Encourages creativity and problem-solving.,57.62,342,2025-02-11 19:53:00,2025-10-23 10:20:00,False,Building Sets
2f715950-af5a-4984-a484-e37572f80fd9,Stuffed Animal,Interactive and educational.,82.90,281,2025-02-27 08:31:00,2025-01-20 11:03:00,False,Educational
15fadbd0-d380-4430-83bf-8bc7e8a0d000,Toy Kitchen Set,Easy to assemble and store.,204.22,242,2025-06-16 11:56:00,2025-06-02 23:41:00,True,"Baby Toys, Trading Cards"
ae6e8b98-6e55-490f-950e-838e4c25b66c,Wooden Train Set,Encourages creativity and problem-solving.,98.09,114,2025-12-02 17:35:00,2025-02-27 01:21:00,False,Baby Toys
f86b2e6d-cdbc-443c-a287-71c13921c876,Magic Kit,Great gift for children of all ages.,175.52,106,2025-09-27 09:40:00,2025-12-16 11:10:00,False,"Trading Cards, Action Figures"
8f645beb-bf8f-4d85-9a33-42539b33611e,Pokemon Card Set,Includes various accessories for extended fun.,127.04,402,2025-08-01 15:11:00,2025-04-14 16:06:00,False,Trading Cards
79c25c3b-7b7b-4b47-8a85-bedc83a82f66,Robot Toy,High-quality and durable.,181.30,234,2025-05-07 22:33:00,2025-08-05 19:47:00,False,Educational
dddb2bc9-86a1-4d2a-b991-45c4e20d649f,Puzzle Game,Encourages creativity and problem-solving.,287.38,104,2025-09-14 23:44:00,2025-09-27 02:10:00,False,"Baby Toys, Vehicles, Trading Cards"
f5c42d29-5871-4196-8882-cac98b2236f4,Science Experiment Kit,Interactive and educational.,37.45,377,2025-04-01 23:30:00,2025-07-16 04:13:00,False,Blasters
c404cd33-9cc0-436b-8fe3-ba9f25836773,Robot Toy,Interactive and educational.,98.13,389,2025-04-07 03:14:00,2025-06-27 00:24:00,True,"Collectibles, Arts & Crafts, Playsets"
cf5e840e-d067-4031-8d6b-9e12d1a30d73,NERF Blaster,High-quality and durable.,131.87,400,2025-01-16 05:55:00,2025-08-26 17:14:00,True,"Action Figures, Playsets"
ecc3c600-2b82-4feb-957b-196afdce8999,Fisher-Price Toy,Interactive and educational.,129.71,438,2025-08-05 02:44:00,2025-08-22 08:50:00,False,"Action Figures, Trading Cards, Vehicles"
6464f066-5c1d-4fc1-8a3e-ad22f5d35e0e,LEGO City Set,Designed for hours of entertainment.,249.55,210,2025-12-04 21:42:00,2025-08-11 09:30:00,True,"Playsets, Arts & Crafts, Board Games"
86a01e44-5a06-435f-99e1-fc953d84c519,Hot Wheels Track,Encourages creativity and problem-solving.,32.96,44,2025-05-01 14:41:00,2025-09-19 07:10:00,False,"Blasters, Trading Cards"
e11e7588-f5fc-48bd-a028-2c46f2fcc16d,Fisher-Price Toy,Designed for hours of entertainment.,269.68,405,2025-05-06 22:14:00,2025-08-21 17:46:00,True,"Trading Cards, Building Sets"
0274e79d-2595-4ab1-9fdb-fc36930de2d9,Wooden Train Set,A fun and engaging toy for kids.,218.92,81,2025-02-24 09:18:00,2025-11-02 12:48:00,True,"Arts & Crafts, Vehicles"
80051f14-1dbe-4bd6-8b38-f709069c1146,Barbie Dollhouse,Includes various accessories for extended fun.,191.74,354,2025-07-02 20:13:00,2025-05-16 08:44:00,True,"Board Games, Vehicles"
3a593da4-4924-4472-a324-55e0cd5cf28c,Dinosaur Toy,Perfect for imaginative play.,10.80,36,2025-03-15 09:25:00,2025-04-27 20:17:00,True,"Arts & Crafts, Board Games, Educational"
